,time,vehiclestatus,chargestatus,runmodel,speed,summileage,sumvoltage,sumcurrent,soc,dcdcstatus,gearnum,insulationresistance,max_volt_num,max_volt_cell_id,max_cell_volt,min_volt_num,min_volt_cell_id,min_cell_volt,max_temp_num,max_temp_probe_id,max_temp,min_temp_num,min_temp_probe_id,min_temp,power,distince,distance
1898,01-10 06,2,1,1,0.0,40091.0,346.2,-9.3,20,2,0,5177,1,47,3.607,1,75,3.603,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1899,01-10 06,2,1,1,0.0,40091.0,346.2,-9.3,20,2,0,5177,1,47,3.607,1,75,3.603,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1900,01-10 06,2,1,1,0.0,40091.0,346.2,-9.3,20,2,0,5182,1,47,3.607,1,75,3.603,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1901,01-10 06,2,1,1,0.0,40091.0,346.0,-9.4,20,2,0,5182,1,47,3.607,1,75,3.603,1,19,10,1,24,9,-3252.4,153.0,153.0
1902,01-10 06,2,1,1,0.0,40091.0,346.2,-9.4,20,2,0,5192,1,96,3.607,1,75,3.603,1,19,10,1,24,9,-3254.28,153.0,153.0
1903,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,20,2,0,5192,1,96,3.607,1,75,3.603,1,19,10,1,24,9,-3254.28,153.0,153.0
1904,01-10 07,2,1,1,0.0,40091.0,346.2,-9.5,20,2,0,5190,1,96,3.607,1,75,3.603,1,19,10,1,24,9,-3288.9,153.0,153.0
1905,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,20,2,0,5190,1,96,3.607,1,75,3.603,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1906,01-10 07,2,1,1,0.0,40091.0,346.2,-9.2,20,2,0,5165,1,96,3.607,1,75,3.604,1,19,10,1,24,9,-3185.0399999999995,153.0,153.0
1907,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,20,2,0,5165,1,96,3.607,1,75,3.603,1,19,10,1,24,9,-3254.28,153.0,153.0
1908,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,20,2,0,5165,1,96,3.608,1,75,3.604,1,19,10,1,24,9,-3254.28,153.0,153.0
1909,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,20,2,0,5165,1,24,3.608,1,75,3.604,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1910,01-10 07,2,1,1,0.0,40091.0,346.2,-9.2,21,2,0,5165,1,24,3.608,1,75,3.604,1,19,10,1,24,9,-3185.0399999999995,153.0,153.0
1911,01-10 07,2,1,1,0.0,40091.0,346.2,-9.2,21,2,0,5177,1,24,3.608,1,75,3.604,1,19,10,1,24,9,-3185.0399999999995,153.0,153.0
1912,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5177,1,24,3.608,1,75,3.604,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1913,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,21,2,0,5180,1,24,3.608,1,75,3.604,1,19,10,1,24,9,-3254.28,153.0,153.0
1914,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5180,1,24,3.608,1,75,3.604,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1915,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5202,1,24,3.608,1,75,3.604,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1916,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5202,1,24,3.608,1,75,3.604,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1917,01-10 07,2,1,1,0.0,40091.0,346.2,-9.2,21,2,0,5202,1,96,3.608,1,75,3.604,1,19,10,1,24,9,-3185.0399999999995,153.0,153.0
1918,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5202,1,96,3.608,1,75,3.604,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1919,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,21,2,0,5202,1,96,3.608,1,75,3.605,1,19,10,1,24,9,-3254.28,153.0,153.0
1920,01-10 07,2,1,1,0.0,40091.0,346.2,-9.2,21,2,0,5202,1,96,3.608,1,75,3.605,1,19,10,1,24,9,-3185.0399999999995,153.0,153.0
1921,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5200,1,96,3.608,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1922,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5200,1,96,3.608,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1923,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5172,1,96,3.609,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1924,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5172,1,96,3.608,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1925,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5172,1,96,3.609,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1926,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5172,1,96,3.609,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1927,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5202,1,24,3.609,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1928,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,21,2,0,5202,1,24,3.609,1,75,3.605,1,19,10,1,24,9,-3254.28,153.0,153.0
1929,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5225,1,24,3.609,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1930,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,21,2,0,5225,1,24,3.609,1,75,3.605,1,19,10,1,24,9,-3254.28,153.0,153.0
1931,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5220,1,47,3.609,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1932,01-10 07,2,1,1,0.0,40091.0,346.2,-9.2,21,2,0,5220,1,47,3.609,1,75,3.606,1,19,10,1,24,9,-3185.0399999999995,153.0,153.0
1933,01-10 07,2,1,1,0.0,40091.0,346.2,-9.3,21,2,0,5217,1,47,3.609,1,75,3.605,1,19,10,1,24,9,-3219.6600000000003,153.0,153.0
1934,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,21,2,0,5217,1,47,3.609,1,75,3.605,1,19,10,1,24,9,-3254.28,153.0,153.0
1935,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,21,2,0,5190,1,47,3.609,1,75,3.606,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1936,01-10 07,2,1,1,0.0,40091.0,346.2,-9.4,21,2,0,5190,1,47,3.609,1,75,3.606,1,19,10,1,24,9,-3254.28,153.0,153.0
1937,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,21,2,0,5190,1,47,3.609,1,75,3.606,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1938,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5185,1,96,3.609,1,75,3.606,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1939,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,21,2,0,5185,1,96,3.609,1,75,3.606,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1940,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5222,1,96,3.609,1,75,3.606,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1941,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,21,2,0,5222,1,96,3.609,1,75,3.606,1,19,10,1,24,9,-3257.1,153.0,153.0
1942,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5217,1,24,3.61,1,75,3.606,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1943,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5217,1,24,3.609,1,75,3.606,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1944,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,21,2,0,5197,1,24,3.61,1,75,3.606,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1945,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,21,2,0,5197,1,47,3.61,1,75,3.606,1,19,10,1,24,9,-3257.1,153.0,153.0
1946,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5192,1,47,3.61,1,75,3.606,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1947,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,21,2,0,5192,1,47,3.61,1,75,3.607,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1948,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,21,2,0,5205,1,47,3.61,1,75,3.606,1,19,10,1,24,9,-3257.1,153.0,153.0
1949,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5205,1,47,3.61,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1950,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,21,2,0,5197,1,47,3.61,1,75,3.607,1,19,10,1,24,9,-3257.1,153.0,153.0
1951,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,21,2,0,5197,1,47,3.61,1,75,3.607,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1952,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5192,1,47,3.61,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1953,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5192,1,80,3.61,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1954,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5202,1,80,3.61,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1955,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,21,2,0,5202,1,80,3.61,1,75,3.607,1,19,10,1,24,9,-3257.1,153.0,153.0
1956,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,21,2,0,5175,1,24,3.61,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1957,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5175,1,24,3.61,1,75,3.607,1,19,10,1,24,9,-3257.1,153.0,153.0
1958,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,22,2,0,5175,1,24,3.61,1,75,3.607,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1959,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5175,1,24,3.611,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1960,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5167,1,96,3.611,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1961,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5167,1,96,3.611,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1962,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5170,1,96,3.611,1,75,3.607,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1963,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,22,2,0,5170,1,24,3.611,1,75,3.607,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1964,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5205,1,24,3.611,1,75,3.607,1,19,10,1,24,9,-3257.1,153.0,153.0
1965,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5205,1,24,3.611,1,75,3.607,1,19,10,1,24,9,-3257.1,153.0,153.0
1966,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5205,1,24,3.611,1,75,3.608,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1967,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5205,1,96,3.611,1,75,3.608,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1968,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5212,1,96,3.611,1,75,3.608,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1969,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5212,1,96,3.611,1,75,3.608,1,19,10,1,24,9,-3257.1,153.0,153.0
1970,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5212,1,96,3.611,1,75,3.608,1,19,10,1,24,9,-3257.1,153.0,153.0
1971,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5240,1,96,3.611,1,75,3.608,1,19,10,1,24,9,-3257.1,153.0,153.0
1972,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5240,1,96,3.611,1,75,3.608,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1973,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5207,1,96,3.611,1,75,3.608,1,19,10,1,24,9,-3257.1,153.0,153.0
1974,01-10 07,2,1,1,0.0,40091.0,346.5,-9.3,22,2,0,5207,1,24,3.612,1,75,3.608,1,19,10,1,24,9,-3222.4500000000003,153.0,153.0
1975,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5205,1,24,3.612,1,75,3.608,1,19,10,1,24,9,-3224.31,153.0,153.0
1976,01-10 07,2,1,1,0.0,40091.0,346.5,-9.2,22,2,0,5205,1,24,3.611,1,75,3.608,1,19,10,1,24,9,-3187.7999999999997,153.0,153.0
1977,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,22,2,0,5185,1,24,3.612,1,75,3.608,1,19,10,1,24,9,-3189.64,153.0,153.0
1978,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5185,1,24,3.612,1,75,3.608,1,19,10,1,24,9,-3257.1,153.0,153.0
1979,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,22,2,0,5180,1,24,3.612,1,75,3.608,1,19,10,1,24,9,-3189.64,153.0,153.0
1980,01-10 07,2,1,1,0.0,40091.0,346.5,-9.4,22,2,0,5180,1,24,3.612,1,75,3.608,1,19,10,1,24,9,-3257.1,153.0,153.0
1981,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,22,2,0,5210,1,24,3.612,1,75,3.609,1,19,10,1,24,9,-3258.98,153.0,153.0
1982,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5210,1,24,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1983,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5202,1,24,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1984,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,22,2,0,5202,1,24,3.612,1,75,3.609,1,19,10,1,24,9,-3258.98,153.0,153.0
1985,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5202,1,47,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1986,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5202,1,47,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1987,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5202,1,47,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1988,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5212,1,96,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1989,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5212,1,96,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1990,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5192,1,96,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1991,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,22,2,0,5192,1,96,3.612,1,75,3.609,1,19,10,1,24,9,-3258.98,153.0,153.0
1992,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,22,2,0,5195,1,96,3.613,1,75,3.609,1,19,10,1,24,9,-3189.64,153.0,153.0
1993,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5195,1,96,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1994,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,22,2,0,5182,1,96,3.612,1,75,3.609,1,19,10,1,24,9,-3189.64,153.0,153.0
1995,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5182,1,96,3.612,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1996,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5170,1,24,3.613,1,75,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
1997,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5170,1,24,3.613,1,75,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
1998,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5200,1,24,3.613,1,75,3.609,1,19,10,1,24,9,-3224.31,153.0,153.0
1999,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5200,1,47,3.613,1,75,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
2000,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5237,1,47,3.613,1,75,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
2001,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,22,2,0,5237,1,47,3.613,1,75,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
2002,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,2,0,5237,1,47,3.613,1,75,3.61,1,19,10,1,24,9,-3189.64,153.0,153.0
2003,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5185,1,47,3.613,1,75,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
2004,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,23,2,0,5185,1,47,3.613,1,75,3.61,1,19,10,1,24,9,-3258.98,153.0,153.0
2005,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5170,1,47,3.613,1,75,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
2006,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5170,1,96,3.613,1,75,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
2007,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,23,2,0,5195,1,96,3.613,1,75,3.61,1,19,10,1,24,9,-3258.98,153.0,153.0
2008,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,2,0,5195,1,96,3.613,1,75,3.61,1,19,10,1,24,9,-3189.64,153.0,153.0
2009,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,1,15,5187,1,96,3.613,1,75,3.61,1,19,10,1,24,9,-3189.64,153.0,153.0
2010,01-10 07,2,1,1,0.0,40091.0,346.7,-9.1,23,1,15,5187,1,96,3.613,1,75,3.61,1,19,10,1,24,9,-3154.97,153.0,153.0
2011,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,1,15,5192,1,96,3.613,1,75,3.61,1,19,10,1,24,9,-3189.64,153.0,153.0
2012,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5192,1,96,3.613,1,75,3.611,1,19,10,1,24,9,-3224.31,153.0,153.0
2013,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,2,0,5232,1,96,3.614,1,75,3.611,1,19,10,1,24,9,-3189.64,153.0,153.0
2014,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5232,1,24,3.614,1,94,3.61,1,19,10,1,24,9,-3224.31,153.0,153.0
2015,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5182,1,24,3.614,1,94,3.611,1,19,10,1,24,9,-3224.31,153.0,153.0
2016,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,23,2,0,5182,1,24,3.614,1,94,3.611,1,19,10,1,24,9,-3258.98,153.0,153.0
2017,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,2,0,5187,1,24,3.614,1,75,3.61,1,19,10,1,24,9,-3189.64,153.0,153.0
2018,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,23,2,0,5187,1,24,3.614,1,75,3.611,1,19,10,1,24,9,-3258.98,153.0,153.0
2019,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,23,2,0,5200,1,24,3.614,1,75,3.611,1,19,10,1,24,9,-3258.98,153.0,153.0
2020,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5200,1,24,3.614,1,75,3.611,1,19,10,1,24,9,-3224.31,153.0,153.0
2021,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5192,1,47,3.614,1,75,3.611,1,19,10,1,24,9,-3224.31,153.0,153.0
2022,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,2,0,5192,1,47,3.614,1,75,3.611,1,19,10,1,24,9,-3189.64,153.0,153.0
2023,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,23,2,0,5220,1,47,3.614,1,75,3.611,1,19,10,1,24,9,-3258.98,153.0,153.0
2024,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5220,1,47,3.614,1,75,3.611,1,19,10,1,24,9,-3224.31,153.0,153.0
2025,01-10 07,2,1,1,0.0,40091.0,346.7,-9.3,23,2,0,5227,1,96,3.614,1,75,3.611,1,19,10,1,24,9,-3224.31,153.0,153.0
2026,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,2,0,5227,1,96,3.614,1,75,3.611,1,19,10,1,24,9,-3189.64,153.0,153.0
2027,01-10 07,2,1,1,0.0,40091.0,347.0,-9.2,23,2,0,5215,1,96,3.614,1,75,3.611,1,19,10,1,24,9,-3192.3999999999996,153.0,153.0
2028,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,23,2,0,5215,1,96,3.615,1,75,3.611,1,19,10,1,24,9,-3258.98,153.0,153.0
2029,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5195,1,96,3.615,1,75,3.611,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2030,01-10 07,2,1,1,0.0,40091.0,346.7,-9.2,23,2,0,5195,1,96,3.614,1,75,3.611,1,19,10,1,24,9,-3189.64,153.0,153.0
2031,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5177,1,96,3.614,1,75,3.612,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2032,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,23,2,0,5177,1,24,3.614,1,75,3.611,1,19,10,1,24,9,-3261.8,153.0,153.0
2033,01-10 07,2,1,1,0.0,40091.0,346.7,-9.4,23,2,0,5177,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3258.98,153.0,153.0
2034,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5190,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2035,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,23,2,0,5190,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3261.8,153.0,153.0
2036,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5215,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2037,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5215,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2038,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5210,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2039,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,23,2,0,5210,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3261.8,153.0,153.0
2040,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,23,2,0,5185,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3261.8,153.0,153.0
2041,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5185,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2042,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,23,2,0,5180,1,24,3.615,1,75,3.612,1,19,10,1,24,9,-3261.8,153.0,153.0
2043,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5180,1,72,3.615,1,75,3.612,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2044,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,23,2,0,5207,1,72,3.615,1,75,3.612,1,19,10,1,24,9,-3261.8,153.0,153.0
2045,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,23,2,0,5207,1,72,3.615,1,75,3.612,1,19,10,1,24,9,-3261.8,153.0,153.0
2046,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5215,1,96,3.615,1,75,3.612,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2047,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,23,2,0,5215,1,96,3.616,1,75,3.613,1,19,10,1,24,9,-3261.8,153.0,153.0
2048,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,23,2,0,5207,1,96,3.615,1,75,3.613,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2049,01-10 07,2,1,1,0.0,40091.0,347.0,-9.2,24,2,0,5207,1,96,3.616,1,75,3.612,1,19,10,1,24,9,-3192.3999999999996,153.0,153.0
2050,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,24,2,0,5197,1,24,3.616,1,75,3.612,1,19,10,1,24,9,-3261.8,153.0,153.0
2051,01-10 07,2,1,1,0.0,40091.0,347.0,-9.2,24,2,0,5197,1,24,3.615,1,75,3.613,1,19,10,1,24,9,-3192.3999999999996,153.0,153.0
2052,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,24,2,0,5185,1,24,3.616,1,75,3.613,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2053,01-10 07,2,1,1,0.0,40091.0,347.0,-9.4,24,2,0,5185,1,24,3.616,1,75,3.613,1,19,10,1,24,9,-3261.8,153.0,153.0
2054,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,24,2,0,5185,1,24,3.616,1,75,3.613,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2055,01-10 07,2,1,1,0.0,40091.0,347.0,-9.2,24,2,0,5185,1,24,3.616,1,75,3.613,1,19,10,1,24,9,-3192.3999999999996,153.0,153.0
2056,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,24,2,0,5205,1,24,3.616,1,75,3.613,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2057,01-10 07,2,1,1,0.0,40091.0,347.0,-9.3,24,2,0,5205,1,24,3.616,1,75,3.613,1,19,10,1,24,9,-3227.1000000000004,153.0,153.0
2058,01-10 07,2,1,1,0.0,40091.0,347.0,-9.2,24,2,0,5207,1,24,3.616,1,75,3.613,1,19,10,1,24,9,-3192.3999999999996,153.0,153.0
