,time,vehiclestatus,chargestatus,runmodel,speed,summileage,sumvoltage,sumcurrent,soc,dcdcstatus,gearnum,insulationresistance,enginestatus,grankshaftspeed,enginefuelconsumptionrate,max_volt_num,max_volt_cell_id,max_cell_volt,min_volt_num,min_volt_cell_id,min_cell_volt,max_temp_num,max_temp_probe_id,max_temp,min_temp_num,min_temp_probe_id,min_temp,power,distance
691,01-06 17 3,2,1,2,0.0,69822.0,355.2,-8.3,43,2,0,2472,,,,1,55,3.702,1,71,3.697,1,2,27,1,5,25,-2948.1600000000003,34.0
692,01-06 17 3,2,1,2,0.0,69822.0,355.5,-8.3,43,2,0,2472,,,,1,91,3.702,1,71,3.697,1,2,27,1,5,25,-2950.65,34.0
693,01-06 17 3,2,1,2,0.0,69822.0,355.5,-8.3,43,2,0,2472,,,,1,91,3.703,1,71,3.698,1,2,27,1,5,25,-2950.65,34.0
694,01-06 17 3,2,1,2,0.0,69822.0,355.5,-8.3,43,2,0,2472,,,,1,91,3.703,1,71,3.698,1,2,27,1,5,25,-2950.65,34.0
695,01-06 17 3,2,1,2,0.0,69822.0,355.5,-8.3,43,2,0,2472,,,,1,91,3.704,1,71,3.699,1,2,27,1,5,25,-2950.65,34.0
696,01-06 17 3,2,1,2,0.0,69822.0,355.5,-8.3,43,2,0,2472,,,,1,55,3.704,1,71,3.699,1,2,27,1,5,25,-2950.65,34.0
697,01-06 17 3,2,1,2,0.0,69822.0,355.5,-8.3,43,2,0,2470,,,,1,55,3.704,1,71,3.699,1,2,27,1,5,25,-2950.65,34.0
698,01-06 17 3,2,1,2,0.0,69822.0,355.5,-8.3,43,2,0,2472,,,,1,55,3.704,1,71,3.699,1,2,27,1,5,25,-2950.65,34.0
699,01-06 17 3,2,1,2,0.0,69822.0,355.5,-8.3,44,2,0,2467,,,,1,55,3.704,1,71,3.699,1,2,27,1,5,25,-2950.65,34.0
700,01-06 17 3,2,1,2,0.0,69822.0,355.7,-8.3,44,2,0,2467,,,,1,87,3.706,1,71,3.701,1,2,27,1,5,25,-2952.31,34.0
701,01-06 17 3,2,1,2,0.0,69822.0,355.7,-8.3,44,2,0,2472,,,,1,87,3.705,1,71,3.7,1,2,27,1,5,25,-2952.31,34.0
702,01-06 17 3,2,1,2,0.0,69822.0,355.7,-8.3,44,2,0,2472,,,,1,87,3.706,1,71,3.7,1,2,27,1,5,25,-2952.31,34.0
703,01-06 17 3,2,1,2,0.0,69822.0,356.0,-8.3,44,2,0,2472,,,,1,52,3.706,1,71,3.701,1,2,27,1,5,25,-2954.8,34.0
704,01-06 17 3,2,1,2,0.0,69822.0,356.0,-8.3,44,2,0,2470,,,,1,52,3.708,1,71,3.702,1,2,27,1,5,25,-2954.8,34.0
705,01-06 17 3,2,1,2,0.0,69822.0,356.0,-8.3,44,2,0,2470,,,,1,52,3.708,1,71,3.703,1,2,27,1,5,25,-2954.8,34.0
706,01-06 17 3,2,1,2,0.0,69822.0,356.0,-8.3,44,2,0,2472,,,,1,52,3.707,1,71,3.702,1,2,27,1,5,25,-2954.8,34.0
707,01-06 17 3,2,1,2,0.0,69822.0,356.0,-8.3,44,2,0,2472,,,,1,55,3.708,1,71,3.702,1,2,27,1,5,25,-2954.8,34.0
708,01-06 17 3,2,1,2,0.0,69822.0,356.0,-8.2,45,2,0,2470,,,,1,55,3.708,1,71,3.703,1,2,27,1,5,25,-2919.2,34.0
709,01-06 17 3,2,1,2,0.0,69822.0,356.0,-8.3,45,2,0,2470,,,,1,55,3.709,1,71,3.704,1,2,27,1,5,25,-2954.8,34.0
710,01-06 17 3,2,1,2,0.0,69822.0,356.0,-8.3,45,2,0,2472,,,,1,55,3.71,1,71,3.705,1,2,27,1,5,25,-2954.8,34.0
711,01-06 17 3,2,1,2,0.0,69822.0,356.2,-8.3,45,2,0,2472,,,,1,91,3.71,1,71,3.705,1,2,27,1,5,25,-2956.46,34.0
712,01-06 17 3,2,1,2,0.0,69822.0,356.2,-8.3,45,2,0,2472,,,,1,91,3.71,1,71,3.705,1,2,27,1,5,25,-2956.46,34.0
713,01-06 17 3,2,1,2,0.0,69822.0,356.2,-8.3,45,2,0,2472,,,,1,91,3.711,1,71,3.706,1,2,27,1,5,25,-2956.46,34.0
714,01-06 17 3,2,1,2,0.0,69822.0,356.2,-8.3,45,2,0,2472,,,,1,91,3.711,1,71,3.706,1,2,27,1,5,25,-2956.46,34.0
715,01-06 17 3,2,1,2,0.0,69822.0,356.2,-8.3,45,2,0,2472,,,,1,87,3.711,1,71,3.706,1,2,27,1,5,25,-2956.46,34.0
716,01-06 17 3,2,1,2,0.0,69822.0,356.2,-8.3,45,2,0,2472,,,,1,87,3.712,1,71,3.707,1,2,27,1,5,25,-2956.46,34.0
717,01-06 17 3,2,1,2,0.0,69822.0,356.2,-8.3,46,2,0,2472,,,,1,87,3.712,1,71,3.706,1,2,27,1,5,25,-2956.46,34.0
718,01-06 17 3,2,1,2,0.0,69822.0,356.5,-8.3,46,2,0,2482,,,,1,87,3.713,1,71,3.708,1,2,27,1,5,25,-2958.9500000000003,34.0
719,01-06 17 3,2,1,2,0.0,69822.0,356.5,-8.3,46,2,0,2482,,,,1,55,3.713,1,71,3.708,1,2,27,1,5,25,-2958.9500000000003,34.0
720,01-06 17 3,2,1,2,0.0,69822.0,356.5,-8.3,46,2,0,2475,,,,1,55,3.713,1,71,3.708,1,2,27,1,5,25,-2958.9500000000003,34.0
721,01-06 17 3,2,1,2,0.0,69822.0,356.5,-8.3,46,2,0,2472,,,,1,55,3.713,1,71,3.708,1,2,27,1,5,25,-2958.9500000000003,34.0
722,01-06 17 3,2,1,2,0.0,69822.0,356.5,-8.3,46,2,0,2472,,,,1,55,3.714,1,71,3.709,1,2,27,1,5,25,-2958.9500000000003,34.0
723,01-06 17 3,2,1,2,0.0,69822.0,356.7,-8.3,46,2,0,2472,,,,1,52,3.715,1,71,3.71,1,2,27,1,5,25,-2960.61,34.0
724,01-06 17 3,2,1,2,0.0,69822.0,356.5,-8.3,46,2,0,2467,,,,1,52,3.716,1,71,3.711,1,2,27,1,5,25,-2958.9500000000003,34.0
725,01-06 17 3,2,1,2,0.0,69822.0,356.7,-8.3,46,2,0,2467,,,,1,52,3.716,1,71,3.711,1,2,27,1,5,25,-2960.61,34.0
726,01-06 17 3,2,1,2,0.0,69822.0,356.7,-8.3,47,2,0,2470,,,,1,87,3.716,1,71,3.711,1,2,27,1,5,25,-2960.61,34.0
727,01-06 17 3,2,1,2,0.0,69822.0,356.7,-8.3,47,2,0,2472,,,,1,87,3.717,1,71,3.712,1,2,27,1,5,25,-2960.61,34.0
728,01-06 17 3,2,1,2,0.0,69822.0,356.7,-8.3,47,2,0,2472,,,,1,87,3.716,1,71,3.711,1,2,27,1,5,25,-2960.61,34.0
729,01-06 17 3,2,1,2,0.0,69822.0,356.7,-8.3,47,2,0,2472,,,,1,87,3.717,1,71,3.712,1,2,27,1,5,25,-2960.61,34.0
730,01-06 17 3,2,1,2,0.0,69822.0,357.0,-8.3,47,2,0,2472,,,,1,55,3.718,1,71,3.713,1,2,27,1,5,25,-2963.1000000000004,34.0
731,01-06 17 3,2,1,2,0.0,69822.0,357.0,-8.3,47,2,0,2472,,,,1,55,3.719,1,71,3.714,1,2,27,1,5,25,-2963.1000000000004,34.0
732,01-06 17 3,2,1,2,0.0,69822.0,357.0,-8.3,47,2,0,2472,,,,1,55,3.719,1,71,3.714,1,2,27,1,5,25,-2963.1000000000004,34.0
733,01-06 17 3,2,1,2,0.0,69822.0,357.0,-8.3,47,2,0,2472,,,,1,55,3.719,1,71,3.714,1,2,27,1,5,25,-2963.1000000000004,34.0
734,01-06 17 3,2,1,2,0.0,69822.0,357.0,-8.3,48,2,0,2470,,,,1,50,3.72,1,71,3.715,1,2,27,1,5,25,-2963.1000000000004,34.0
735,01-06 17 4,2,1,2,0.0,69822.0,357.0,-8.3,48,2,0,2472,,,,1,50,3.72,1,71,3.715,1,2,27,1,5,25,-2963.1000000000004,34.0
736,01-06 17 4,2,1,2,0.0,69822.0,357.2,-8.2,48,2,0,2472,,,,1,50,3.72,1,71,3.715,1,2,27,1,5,25,-2929.0399999999995,34.0
737,01-06 17 4,2,1,2,0.0,69822.0,357.2,-8.3,48,2,0,2472,,,,1,50,3.721,1,71,3.716,1,2,27,1,5,25,-2964.76,34.0
738,01-06 17 4,2,1,2,0.0,69822.0,357.0,-8.3,48,2,0,2472,,,,1,55,3.721,1,71,3.715,1,2,27,1,5,25,-2963.1000000000004,34.0
739,01-06 17 4,2,1,2,0.0,69822.0,357.2,-8.3,48,2,0,2472,,,,1,55,3.722,1,71,3.717,1,2,27,1,5,25,-2964.76,34.0
740,01-06 17 4,2,1,2,0.0,69822.0,357.2,-8.3,48,2,0,2472,,,,1,55,3.722,1,71,3.717,1,2,27,1,5,25,-2964.76,34.0
741,01-06 17 4,2,1,2,0.0,69822.0,357.5,-8.3,48,2,0,2475,,,,1,55,3.722,1,71,3.717,1,2,27,1,5,25,-2967.2500000000005,34.0
742,01-06 17 4,2,1,2,0.0,69822.0,357.5,-8.3,48,2,0,2475,,,,1,50,3.722,1,71,3.717,1,2,27,1,5,25,-2967.2500000000005,34.0
743,01-06 17 4,2,1,2,0.0,69822.0,357.5,-8.3,49,2,0,2472,,,,1,50,3.724,1,71,3.719,1,2,27,1,5,25,-2967.2500000000005,34.0
744,01-06 17 4,2,1,2,0.0,69822.0,357.5,-8.3,49,2,0,2472,,,,1,50,3.724,1,71,3.718,1,2,27,1,5,25,-2967.2500000000005,34.0
745,01-06 17 4,2,1,2,0.0,69822.0,357.5,-8.2,49,2,0,2475,,,,1,50,3.725,1,71,3.719,1,2,27,1,5,25,-2931.4999999999995,34.0
746,01-06 17 4,2,1,2,0.0,69822.0,357.5,-8.2,49,2,0,2475,,,,1,87,3.725,1,71,3.72,1,2,27,1,5,25,-2931.4999999999995,34.0
747,01-06 17 4,2,1,2,0.0,69822.0,357.5,-8.2,49,2,0,2475,,,,1,87,3.725,1,71,3.72,1,2,27,1,5,25,-2931.4999999999995,34.0
748,01-06 17 4,2,1,2,0.0,69822.0,357.7,-8.2,49,2,0,2475,,,,1,87,3.726,1,71,3.721,1,2,27,1,5,25,-2933.14,34.0
749,01-06 17 4,2,1,2,0.0,69822.0,357.7,-8.3,49,2,0,2472,,,,1,2,3.726,1,71,3.721,1,6,27,1,5,25,-2968.9100000000003,34.0
750,01-06 17 4,2,1,2,0.0,69822.0,358.0,-8.3,49,2,0,2472,,,,1,2,3.727,1,71,3.722,1,6,27,1,5,25,-2971.4,34.0
751,01-06 17 4,2,1,2,0.0,69822.0,358.0,-8.2,49,2,0,2472,,,,1,2,3.728,1,71,3.723,1,6,27,1,5,25,-2935.6,34.0
752,01-06 17 4,2,1,2,0.0,69822.0,358.0,-8.2,50,2,0,2475,,,,1,2,3.728,1,71,3.722,1,6,27,1,5,25,-2935.6,34.0
753,01-06 17 4,2,1,2,0.0,69822.0,358.0,-8.3,50,2,0,2475,,,,1,55,3.728,1,71,3.722,1,2,27,1,5,25,-2971.4,34.0
754,01-06 17 4,2,1,2,0.0,69822.0,358.0,-8.2,50,2,0,2472,,,,1,55,3.729,1,71,3.724,1,2,27,1,5,25,-2935.6,34.0
755,01-06 17 4,2,1,2,0.0,69822.0,358.0,-8.2,50,2,0,2472,,,,1,55,3.729,1,71,3.724,1,2,27,1,5,25,-2935.6,34.0
756,01-06 17 4,2,1,2,0.0,69822.0,358.0,-8.3,50,2,0,2472,,,,1,55,3.729,1,71,3.724,1,2,27,1,5,25,-2971.4,34.0
757,01-06 17 4,2,1,2,0.0,69822.0,358.0,-8.2,50,2,0,2475,,,,1,55,3.73,1,71,3.725,1,2,27,1,5,25,-2935.6,34.0
758,01-06 17 4,2,1,2,0.0,69822.0,358.2,-8.3,50,2,0,2475,,,,1,55,3.731,1,71,3.726,1,2,27,1,5,25,-2973.06,34.0
759,01-06 17 4,2,1,2,0.0,69822.0,358.2,-8.3,50,2,0,2472,,,,1,55,3.731,1,71,3.726,1,2,27,1,5,25,-2973.06,34.0
760,01-06 17 4,2,1,2,0.0,69822.0,358.2,-8.3,50,2,0,2472,,,,1,55,3.732,1,71,3.727,1,2,27,1,5,25,-2973.06,34.0
761,01-06 17 4,2,1,2,0.0,69822.0,358.2,-8.2,51,2,0,2472,,,,1,55,3.732,1,71,3.727,1,2,27,1,5,25,-2937.24,34.0
762,01-06 17 4,2,1,2,0.0,69822.0,358.5,-8.3,51,2,0,2472,,,,1,55,3.733,1,71,3.727,1,2,27,1,5,25,-2975.55,34.0
763,01-06 17 4,2,1,2,0.0,69822.0,358.5,-8.2,51,2,0,2472,,,,1,55,3.732,1,71,3.727,1,2,27,1,5,25,-2939.7,34.0
764,01-06 17 4,2,1,2,0.0,69822.0,358.5,-8.3,51,2,0,2472,,,,1,55,3.734,1,71,3.729,1,2,27,1,5,25,-2975.55,34.0
765,01-06 17 4,2,1,2,0.0,69822.0,358.5,-8.2,51,2,0,2472,,,,1,50,3.734,1,71,3.729,1,6,27,1,5,25,-2939.7,34.0
766,01-06 17 4,2,1,2,0.0,69822.0,358.5,-8.2,51,2,0,2470,,,,1,50,3.734,1,71,3.728,1,6,27,1,5,25,-2939.7,34.0
767,01-06 17 4,2,1,2,0.0,69822.0,358.5,-8.2,51,2,0,2470,,,,1,50,3.735,1,71,3.73,1,6,27,1,5,25,-2939.7,34.0
768,01-06 17 4,2,1,2,0.0,69822.0,358.5,-8.2,51,2,0,2475,,,,1,50,3.735,1,71,3.73,1,6,27,1,5,25,-2939.7,34.0
769,01-06 17 4,2,1,2,0.0,69822.0,358.7,-8.2,52,2,0,2475,,,,1,50,3.735,1,71,3.73,1,6,27,1,5,25,-2941.3399999999997,34.0
770,01-06 17 4,2,1,2,0.0,69822.0,358.7,-8.2,52,2,0,2472,,,,1,50,3.737,1,71,3.732,1,6,27,1,5,25,-2941.3399999999997,34.0
771,01-06 17 4,2,1,2,0.0,69822.0,358.7,-8.2,52,2,0,2472,,,,1,50,3.736,1,71,3.731,1,6,27,1,5,25,-2941.3399999999997,34.0
772,01-06 17 4,2,1,2,0.0,69822.0,358.7,-8.3,52,2,0,2472,,,,1,91,3.737,1,71,3.731,1,6,27,1,5,25,-2977.21,34.0
773,01-06 17 4,2,1,2,0.0,69822.0,358.7,-8.3,52,2,0,2472,,,,1,91,3.738,1,71,3.732,1,6,27,1,5,25,-2977.21,34.0
774,01-06 17 4,2,1,2,0.0,69822.0,359.0,-8.2,52,2,0,2475,,,,1,91,3.738,1,71,3.732,1,6,27,1,5,25,-2943.7999999999997,34.0
775,01-06 17 4,2,1,2,0.0,69822.0,359.0,-8.2,52,2,0,2477,,,,1,91,3.739,1,71,3.734,1,6,27,1,5,25,-2943.7999999999997,34.0
776,01-06 17 4,2,1,2,0.0,69822.0,359.0,-8.2,52,2,0,2475,,,,1,55,3.739,1,71,3.733,1,6,27,1,5,25,-2943.7999999999997,34.0
777,01-06 17 4,2,1,2,0.0,69822.0,359.0,-8.2,52,2,0,2475,,,,1,55,3.739,1,71,3.734,1,6,27,1,5,25,-2943.7999999999997,34.0
778,01-06 17 4,2,1,2,0.0,69822.0,359.0,-8.2,53,2,0,2475,,,,1,55,3.74,1,71,3.734,1,6,27,1,5,25,-2943.7999999999997,34.0
779,01-06 17 4,2,1,2,0.0,69822.0,359.2,-8.2,53,2,0,2475,,,,1,55,3.741,1,71,3.736,1,6,27,1,5,25,-2945.4399999999996,34.0
780,01-06 17 4,2,1,2,0.0,69822.0,359.2,-8.2,53,2,0,2475,,,,1,55,3.742,1,71,3.737,1,6,27,1,5,25,-2945.4399999999996,34.0
781,01-06 17 4,2,1,2,0.0,69822.0,359.2,-8.2,53,2,0,2472,,,,1,55,3.742,1,71,3.736,1,6,27,1,5,25,-2945.4399999999996,34.0
782,01-06 17 4,2,1,2,0.0,69822.0,359.2,-8.2,53,2,0,2475,,,,1,55,3.742,1,71,3.737,1,6,27,1,5,25,-2945.4399999999996,34.0
783,01-06 17 4,2,1,2,0.0,69822.0,359.2,-8.2,53,2,0,2475,,,,1,55,3.742,1,71,3.737,1,6,27,1,5,25,-2945.4399999999996,34.0
784,01-06 17 4,2,1,2,0.0,69822.0,359.5,-8.3,53,2,0,2475,,,,1,55,3.744,1,71,3.738,1,6,27,1,5,25,-2983.8500000000004,34.0
785,01-06 17 4,2,1,2,0.0,69822.0,359.2,-8.1,53,2,0,2475,,,,1,55,3.744,1,71,3.738,1,6,27,1,5,25,-2909.52,34.0
786,01-06 17 4,2,1,2,0.0,69822.0,359.5,-8.2,53,2,0,2462,,,,1,55,3.744,1,71,3.738,1,6,27,1,5,25,-2947.8999999999996,34.0
787,01-06 17 4,2,1,2,0.0,69822.0,359.5,-8.2,54,2,0,2460,,,,1,55,3.745,1,71,3.74,1,6,27,1,5,25,-2947.8999999999996,34.0
788,01-06 17 4,2,1,2,0.0,69822.0,359.7,-8.2,54,2,0,2467,,,,1,55,3.745,1,71,3.739,1,6,27,1,5,25,-2949.5399999999995,34.0
789,01-06 17 4,2,1,2,0.0,69822.0,359.7,-8.2,54,2,0,2475,,,,1,55,3.747,1,71,3.741,1,6,27,1,5,25,-2949.5399999999995,34.0
790,01-06 17 4,2,1,2,0.0,69822.0,359.7,-8.2,54,2,0,2475,,,,1,55,3.747,1,71,3.742,1,6,27,1,5,25,-2949.5399999999995,34.0
791,01-06 17 4,2,1,2,0.0,69822.0,359.7,-8.2,54,2,0,2475,,,,1,55,3.747,1,71,3.741,1,6,27,1,5,25,-2949.5399999999995,34.0
792,01-06 17 4,2,1,2,0.0,69822.0,359.7,-8.2,54,2,0,2475,,,,1,55,3.748,1,71,3.742,1,6,27,1,5,25,-2949.5399999999995,34.0
793,01-06 17 4,2,1,2,0.0,69822.0,359.7,-8.3,54,2,0,2477,,,,1,55,3.749,1,71,3.743,1,6,27,1,5,25,-2985.51,34.0
794,01-06 17 4,2,1,2,0.0,69822.0,360.0,-8.2,54,2,0,2477,,,,1,55,3.748,1,71,3.743,1,6,27,1,5,25,-2951.9999999999995,34.0
795,01-06 17 4,2,1,2,0.0,69822.0,360.0,-8.2,54,2,0,2475,,,,1,55,3.749,1,71,3.744,1,6,27,1,5,25,-2951.9999999999995,34.0
796,01-06 17 4,2,1,2,0.0,69822.0,360.0,-8.3,55,2,0,2475,,,,1,55,3.75,1,71,3.745,1,6,27,1,5,25,-2988.0000000000005,34.0
797,01-06 17 4,2,1,2,0.0,69822.0,360.2,-8.2,55,2,0,2475,,,,1,55,3.75,1,71,3.744,1,6,27,1,5,26,-2953.64,34.0
798,01-06 17 4,2,1,2,0.0,69822.0,360.0,-8.2,55,2,0,2475,,,,1,55,3.751,1,71,3.746,1,6,27,1,5,26,-2951.9999999999995,34.0
799,01-06 17 4,2,1,2,0.0,69822.0,360.2,-8.3,55,2,0,2475,,,,1,50,3.752,1,71,3.747,1,6,27,1,7,26,-2989.6600000000003,34.0
800,01-06 17 4,2,1,2,0.0,69822.0,360.2,-8.3,55,2,0,2475,,,,1,50,3.752,1,71,3.747,1,6,27,1,7,26,-2989.6600000000003,34.0
801,01-06 17 4,2,1,2,0.0,69822.0,360.2,-8.2,55,2,0,2475,,,,1,50,3.752,1,71,3.747,1,6,27,1,7,26,-2953.64,34.0
802,01-06 17 4,2,1,2,0.0,69822.0,360.2,-8.3,55,2,0,2477,,,,1,50,3.752,1,71,3.747,1,6,27,1,7,26,-2989.6600000000003,34.0
803,01-06 17 4,2,1,2,0.0,69822.0,360.2,-8.3,55,2,0,2475,,,,1,52,3.753,1,71,3.748,1,6,27,1,7,26,-2989.6600000000003,34.0
804,01-06 17 4,2,1,2,0.0,69822.0,360.2,-8.3,56,2,0,2475,,,,1,52,3.755,1,71,3.749,1,6,27,1,7,26,-2989.6600000000003,34.0
805,01-06 17 4,2,1,2,0.0,69822.0,360.5,-8.3,56,2,0,2475,,,,1,52,3.755,1,71,3.75,1,6,27,1,7,26,-2992.15,34.0
806,01-06 17 4,2,1,2,0.0,69822.0,360.5,-8.3,56,2,0,2477,,,,1,52,3.755,1,71,3.749,1,6,27,1,7,26,-2992.15,34.0
807,01-06 17 4,2,1,2,0.0,69822.0,360.5,-8.2,56,2,0,2475,,,,1,91,3.755,1,71,3.75,1,6,27,1,7,26,-2956.1,34.0
808,01-06 17 4,2,1,2,0.0,69822.0,360.7,-8.3,56,2,0,2472,,,,1,91,3.757,1,71,3.751,1,6,27,1,7,26,-2993.81,34.0
809,01-06 17 4,2,1,2,0.0,69822.0,360.7,-8.2,56,2,0,2462,,,,1,91,3.757,1,71,3.752,1,6,27,1,7,26,-2957.74,34.0
810,01-06 17 4,2,1,2,0.0,69822.0,360.7,-8.2,56,2,0,2465,,,,1,91,3.757,1,71,3.751,1,6,27,1,7,26,-2957.74,34.0
811,01-06 17 4,2,1,2,0.0,69822.0,360.7,-8.3,56,2,0,2475,,,,1,50,3.759,1,71,3.753,1,6,27,1,7,26,-2993.81,34.0
812,01-06 17 4,2,1,2,0.0,69822.0,360.7,-8.3,56,2,0,2475,,,,1,50,3.759,1,71,3.754,1,6,27,1,7,26,-2993.81,34.0
813,01-06 17 4,2,1,2,0.0,69822.0,361.0,-8.3,57,2,0,2475,,,,1,50,3.759,1,71,3.754,1,6,27,1,7,26,-2996.3,34.0
814,01-06 17 4,2,1,2,0.0,69822.0,361.0,-8.2,57,2,0,2475,,,,1,50,3.76,1,71,3.754,1,6,28,1,7,26,-2960.2,34.0
815,01-06 17 4,2,1,2,0.0,69822.0,361.0,-8.3,57,2,0,2475,,,,1,55,3.761,1,71,3.756,1,6,27,1,7,26,-2996.3,34.0
816,01-06 17 4,2,1,2,0.0,69822.0,361.0,-8.2,57,2,0,2475,,,,1,55,3.761,1,71,3.755,1,6,27,1,7,26,-2960.2,34.0
817,01-06 17 4,2,1,2,0.0,69822.0,361.0,-8.2,57,2,0,2475,,,,1,55,3.762,1,71,3.757,1,6,27,1,7,26,-2960.2,34.0
818,01-06 17 4,2,1,2,0.0,69822.0,361.2,-8.3,57,2,0,2475,,,,1,55,3.762,1,71,3.756,1,6,27,1,7,26,-2997.96,34.0
819,01-06 17 4,2,1,2,0.0,69822.0,361.2,-8.2,57,2,0,2475,,,,1,55,3.763,1,71,3.757,1,6,27,1,7,26,-2961.8399999999997,34.0
820,01-06 17 4,2,1,2,0.0,69822.0,361.2,-8.2,57,2,0,2467,,,,1,55,3.763,1,71,3.757,1,6,27,1,7,26,-2961.8399999999997,34.0
821,01-06 17 4,2,1,2,0.0,69822.0,361.5,-8.3,57,2,0,2465,,,,1,55,3.763,1,71,3.758,1,6,27,1,7,26,-3000.4500000000003,34.0
822,01-06 17 4,2,1,2,0.0,69822.0,361.5,-8.2,58,2,0,2472,,,,1,52,3.765,1,71,3.759,1,6,27,1,7,26,-2964.2999999999997,34.0
823,01-06 17 4,2,1,2,0.0,69822.0,361.5,-8.2,58,2,0,2475,,,,1,52,3.764,1,71,3.759,1,6,27,1,7,26,-2964.2999999999997,34.0
824,01-06 17 4,2,1,2,0.0,69822.0,361.5,-8.2,58,2,0,2475,,,,1,52,3.766,1,71,3.76,1,6,27,1,7,26,-2964.2999999999997,34.0
825,01-06 18 1,2,1,2,0.0,69822.0,361.5,-8.2,58,2,0,2475,,,,1,52,3.766,1,71,3.76,1,6,27,1,7,26,-2964.2999999999997,34.0
826,01-06 18 1,2,1,2,0.0,69822.0,361.7,-8.2,58,2,0,2475,,,,1,55,3.766,1,71,3.761,1,6,27,1,7,26,-2965.9399999999996,34.0
827,01-06 18 1,2,1,2,0.0,69822.0,361.5,-8.2,58,2,0,2475,,,,1,55,3.767,1,71,3.761,1,6,27,1,7,26,-2964.2999999999997,34.0
828,01-06 18 1,2,1,2,0.0,69822.0,361.7,-8.2,58,2,0,2475,,,,1,55,3.768,1,71,3.762,1,6,27,1,7,26,-2965.9399999999996,34.0
829,01-06 18 1,2,1,2,0.0,69822.0,361.7,-8.2,58,2,0,2477,,,,1,55,3.769,1,71,3.764,1,6,27,1,7,26,-2965.9399999999996,34.0
830,01-06 18 1,2,1,2,0.0,69822.0,361.7,-8.2,58,2,0,2475,,,,1,55,3.769,1,71,3.763,1,6,28,1,7,26,-2965.9399999999996,34.0
831,01-06 18 1,2,1,2,0.0,69822.0,362.0,-8.3,59,2,0,2475,,,,1,55,3.769,1,71,3.764,1,6,28,1,7,26,-3004.6000000000004,34.0
832,01-06 18 1,2,1,2,0.0,69822.0,362.0,-8.2,59,2,0,2472,,,,1,55,3.771,1,71,3.765,1,6,28,1,7,26,-2968.3999999999996,34.0
833,01-06 18 1,2,1,2,0.0,69822.0,362.0,-8.2,59,2,0,2472,,,,1,55,3.772,1,71,3.766,1,6,28,1,7,26,-2968.3999999999996,34.0
834,01-06 18 1,2,1,2,0.0,69822.0,362.2,-8.1,59,2,0,2475,,,,1,50,3.772,1,71,3.766,1,6,27,1,7,26,-2933.8199999999997,34.0
835,01-06 18 1,2,1,2,0.0,69822.0,362.2,-8.2,59,2,0,2472,,,,1,50,3.773,1,71,3.767,1,6,27,1,7,26,-2970.0399999999995,34.0
836,01-06 18 1,2,1,2,0.0,69822.0,362.2,-8.1,59,2,0,2470,,,,1,50,3.773,1,71,3.768,1,6,28,1,7,26,-2933.8199999999997,34.0
837,01-06 18 1,2,1,2,0.0,69822.0,362.2,-8.2,59,2,0,2472,,,,1,50,3.773,1,71,3.767,1,6,28,1,7,26,-2970.0399999999995,34.0
838,01-06 18 1,2,1,2,0.0,69822.0,362.2,-8.2,59,2,0,2475,,,,1,50,3.775,1,71,3.769,1,2,28,1,7,26,-2970.0399999999995,34.0
839,01-06 18 1,2,1,2,0.0,69822.0,362.5,-8.2,59,2,0,2475,,,,1,50,3.774,1,71,3.768,1,2,28,1,7,26,-2972.4999999999995,34.0
840,01-06 18 1,2,1,2,0.0,69822.0,362.5,-8.2,60,2,0,2475,,,,1,50,3.775,1,71,3.769,1,2,28,1,7,26,-2972.4999999999995,34.0
841,01-06 18 1,2,1,2,0.0,69822.0,362.5,-8.1,60,2,0,2475,,,,1,50,3.776,1,71,3.771,1,2,28,1,7,26,-2936.25,34.0
842,01-06 18 1,2,1,2,0.0,69822.0,362.5,-8.2,60,2,0,2472,,,,1,55,3.776,1,71,3.771,1,2,28,1,7,26,-2972.4999999999995,34.0
843,01-06 18 1,2,1,2,0.0,69822.0,362.5,-8.1,60,2,0,2467,,,,1,55,3.777,1,71,3.771,1,2,28,1,7,26,-2936.25,34.0
844,01-06 18 1,2,1,2,0.0,69822.0,362.7,-8.1,60,2,0,2470,,,,1,55,3.778,1,71,3.773,1,2,28,1,7,26,-2937.87,34.0
845,01-06 18 1,2,1,2,0.0,69822.0,362.7,-8.1,60,2,0,2475,,,,1,55,3.778,1,15,3.772,1,2,28,1,7,26,-2937.87,34.0
846,01-06 18 1,2,1,2,0.0,69822.0,362.7,-8.1,60,2,0,2475,,,,1,55,3.778,1,15,3.773,1,2,28,1,7,26,-2937.87,34.0
847,01-06 18 1,2,1,2,0.0,69822.0,362.7,-8.1,60,2,0,2475,,,,1,55,3.78,1,15,3.774,1,2,28,1,7,26,-2937.87,34.0
848,01-06 18 1,2,1,2,0.0,69822.0,363.0,-8.1,60,2,0,2475,,,,1,55,3.781,1,15,3.775,1,2,28,1,7,26,-2940.2999999999997,34.0
849,01-06 18 1,2,1,2,0.0,69822.0,363.0,-8.1,61,2,0,2475,,,,1,55,3.781,1,71,3.775,1,2,28,1,7,26,-2940.2999999999997,34.0
850,01-06 18 1,2,1,2,0.0,69822.0,363.0,-8.1,61,2,0,2475,,,,1,55,3.782,1,71,3.775,1,2,28,1,7,26,-2940.2999999999997,34.0
